surveyuniqueid;Field;FieldOther;Whatisyourcurrentemploymentstatus;Employment;Gender;YearBorn;PHD10OTHERWISE;AverageRBudget;GovernmentFunds;useofsc;importance;frequence_of_purch;importancePrice;costMostExpensive;Purchase_collab;in_charge_purchase;collaboration_withFirm;price_latest_purchase;functionality_better_thanPrice;aReputation_better_thanPrice;cBrand_better_thanPrice;aReputation_better_thanC_brand;cBrand_better_thanFunctionality;aReputation_better_thanFunctiona;IR_input_from_others;IR_colleagues;IR_technical_conferences;IR_salespersons;IR_written_info;IR_brand;IR_peer_review;IR_previous_use;Ref_peer_reviewed_j;Ref_star_scientist;Ref_high_impact;Ref_industry_coauthor;Ref_firm_coauthor;Ref_in_high_impact_expensiveVSch;IR_colleagues_expensiveVScheap;Patents;ICA_exploration;ICA_firm_creation;ICA_licensing_income;ICA_negotiation_use;ICA_other;ICA_none;sumofpositiveICAS;Papers_published;Impact_factor;@5y_Impact_factor;Publications_HJ;US1EU0;IfindinputfromcolleaguesthatIamcurrentlycollaboratingorhavecolla;Ifindinputfromtechnicalconferencesworkshopsandfairsreliable;Ifindsalespersonsfromthefirmproducingandsellingtheinstrumentreli;Ifindwritteninformationwebsitesbrochuresofthefirmproducingandsel;Ifindthebrandofthefirmproducingandsellingtheinstrumentreliable;Ifindreferencesinpeerreviewedpaperstobereliable;Ifindreferencesinpeerreviewedpapersinhighimpactjournalstoberelia;CompletionStatus;Starttime;Closetime;ResponseDays1beforereminder2after1streminderbefore2nd3after3rdre;Budget_dummy;Age_dummy;Gov_dummy;ICAS_patent;pricemostexp;Response_half;Age_dummy1977;Impact_dummy7;Professor_responsehalf;Assocprofessor_responsehalf;Assistprofessor_responsehalf;Postdoc_responsehalf;PhDstudent_responsehalf;Impact_dummy8;Impact_dummy9;Young_highimpact7;Young_lowimpact7;Young_highlowimpact7;Young_highimpact9;Young_lowimpact9;Young_highlowimpact9
333;5; ;Associate professor;2;1;1950;1;2;4;1;1;4;3;4;2;3;1;4;1;2;2;1;4;4;2;2;2;3;3;3;2;1;2;2;3;4;4;2;2;0;1;1;1;1;1;0;5;0;9,7;10,6;2;1; ; ; ; ; ; ; ;Complete / Closed;41425,76762;41425,77177;3;1;0;2; ;2;1;0;1; ;2; ; ; ;1;1; ; ; ; ; ; 
532;4; ;PhD student;5;1;1988;0;1;2;1;1;4;1;3;1;4;3;1;2;4;4;4;4;4;2;2;4;5;4;4;2;3;2;2;2;5;4;3;2;0;0;0;0;0;0;1;0;0; ; ;0;1; ; ; ; ; ; ; ;Complete / Closed;41425,77266;41425,77755;3;0;0;1; ;1;1;1; ; ; ; ; ;2; ; ; ; ; ; ; ; 
815;1; ;Post-doc;4;2;1983;1;2;3;1;2;1;3;3;3; ;3;2;2;2;4; ;4;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;1;0;0;0;0;0;1;0;6;6,9;7,86;1;1; ; ; ; ; ; ; ;Complete / Closed;41425,82227;41425,82837;3;1;0;2; ;1;1;1; ; ; ; ;2; ;0;0; ; ; ; ;1;1
34;1; ;Professor;1;2;1953;1;2;4;1;1;4;2;3;3; ;3;3;2;1;4;1;4;4;2;2;1;3;3;3;2;2;2;3;5;5;5;2;1;0;0;0;0;0;0;1;0;5;31,03;33,587;1;1; ; ; ; ; ; ; ;Complete / Closed;41425,83704;41425,84233;3;1;0;2; ;1;1;0;1;2; ; ; ; ;1;1; ; ; ; ; ; 
163;1; ;Post-doc;4;2;1980;1;2;2;1;1;4;1;3;1;3;2;3;1;1;3;1;4;3;2;2;3;3;3;2;2;1;2;2;3; ;3;2;2;0;0;0;0;0;0;1;0;14;7,37;7,18;2;1; ; ; ; ; ; ; ;Complete / Closed;41425,86679;41425,87197;3;1;0;1; ;1;1;1;1; ; ; ;2; ;0;0;2; ;2; ;1;1
5143;5; ;PhD student;5;2;1986;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41425,98995; ;3; ;0; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
4030;1; ;Post-doc;4;1;1982;1;1;3;1;1;5;1;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41428,21954; ;3;0;0;2; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
5681;1; ;Other;6;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41396,80641; ;1; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
676;1; ;Professor;1;1;1957;1;2; ;1;1;4;2;3;3; ;3;2;2;4;4;4;5;4;2;2;3;3;1;4;5;3;4;5;5;5;5;3;2;1;0;0;0;0;0;1;0;10;38,59;38,15;1;1; ; ; ; ; ; ; ;Complete / Closed;41397,10159;41397,10437;1;1;0; ; ;1;0;0;1;1; ; ; ; ;1;1; ; ; ; ; ; 
24;1; ;Post-doc;4;2;1976;1;1;1;1;1;4;1;2;3; ;3;3;1;3;3;2;4;4;3;4;3;3;2;3;4;1;5;5;5;5;5;4;2;0;0;0;0;0;0;1;0;10;14,619;17,551;0;1; ; ; ; ; ; ; ;Complete / Closed;41397,16476;41397,17136;1;0;0;1; ;1;0;0;1; ; ; ;1; ;1;1; ; ; ; ; ; 
2294;4; ;Post-doc;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41397,80884; ;1; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
392;4; ;Post-doc;4;1; ;1;1;3;1;1;5;2;5;3; ;3;4;1;3;3;3;4;3;1;1;2;2;2;3;2;3;2;3;3;3;3;3;3;0;0;0;0;0;0;1;0;5;9,7;10,6;1;1; ; ; ; ; ; ; ;Complete / Closed;41407,70232;41407,7083;2;0;0;2; ;2;0; ;1; ; ; ;1; ;1;1; ; ; ; ; ; 
122;1; ;PhD student;5;1;1974;0;1;4;1;1;4;1;4;2;4;2;3;2;2;2;2;3;3;4;4;4;4;2;3;1;2;1;3;1;4;3;3;3;1;0;0;0;0;0;1;0;15;25,315;27,361;1;1;1;2;2;1;3;2;1;Complete / Closed;41407,70338;41407,70879;2;0;0;2; ;2;0;0;1; ; ; ; ;1;1;1; ; ; ; ; ; 
367;4; ;Post-doc;4;2;1982;1;1;2;1;1;4;2;4;3; ;3;4;2;2;3;3;4;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;0;0;0;0;0;0;1;0;10;5,05;5,22;3;1; ; ; ; ; ; ; ;Complete / Closed;41407,72837;41407,73349;2;0;0;1; ;2;0;1;0; ; ; ;1; ;0;0; ;1;1; ;1;1
255;4; ;Other;6;2;1985;0;2;1;1;2;1;1;3;3; ;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;1;3;3;3;3;3;3;3;0;0;0;0;0;0;1;0;1;6,9;7,86;1;1;2;2;2;2;2;3;3;Complete / Closed;41407,7439;41407,7477;2;1;0;1; ;1;1;1; ; ; ; ; ; ;0;0; ; ; ; ;1;1
411;4; ;Assistant professor;3;2;1966;1;2;2;1;3;4;2;4;2;3;2;4;2;2;4;2;4;3;2;2;5;2;4;2;3;3;1;3;2;4;3;3;1;0;0;0;0;0;0;1;0;13;12,69;13,44;2;1;1;3;2;2;3;3;1;Complete / Closed;41407,76688;41407,7706;2;1;0;1; ;2;1;0;1; ; ;2; ; ;1;1; ; ; ; ; ; 
413;4; ;Post-doc;4;2; ;1; ;4;1;1;3;2;4;3; ;2;3;2;3;3;2;4;4;2;2;3;2;1;3;2;2;2;2;2;2;3;3;2;0;0;0;0;0;0;1;0;7;9,7;10,6;2;1;1;2;3;2;2;2;2;Complete / Closed;41407,7856;41407,79193;2; ;0;2; ;2;1; ;1; ; ; ;2; ;1;1; ; ; ; ; ; 
370;1; ;Other;6;2;1961;0;5;3;1;3;5;3;4;1;4;3;2;2;1;4;1;5;4;1;1;3;4;3;3;2;1;3;3;3;5;5;3;3;0;0;0;0;0;0;1;0;0; ; ;0;1; ; ; ; ; ; ; ;Complete / Closed;41407,80283;41407,81536;2;1;0;2; ;2;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
5138;4; ;Other;6;1;1985;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41407,80361; ;2; ;0; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
1167;1; ;Associate professor;2;1;1966;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41407,80606; ;2; ;0; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
404;4; ;Post-doc;4;1;1981;1;3;4;1;1;4;2;3;1;2;3;1;1;2;2;1;2;4;3;2;3;4;1;3;2;1;3;4;5;4;4;3;2;0;0;0;0;0;0;1;0;3;9,7;10,6;1;1; ; ; ; ; ; ; ;Complete / Closed;41407,81482;41407,81951;2;1;0;2; ;1;1;1;1; ; ; ;2; ;1;1;2; ;2;2; ;2
809;4; ;PhD student;5;2;1984;1;4;2;1;1;4;3;1;1;2;3;1;4;4;4;2;5;4;2;3;4;4;2;5;3;3;3;3;3;3;3;2;1;0;0;0;0;0;0;1;0;2;5,04;6,78;1;1; ; ; ; ; ; ; ;Complete / Closed;41408,84601;41408,84921;2;1;0;1; ;1;1;1;0; ; ; ; ;2;0;0; ;1;1; ;1;1
665;6; ;Post-doc;4;1;1981;1;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;Complete / Closed;41425,70455;41425,70671;3;1;0;2; ; ;1;1; ; ; ; ;2; ; ; ; ; ; ; ; ; 
2258;4; ;Professor;1;1;1956;1;2;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;started but not completed;41425,9157; ;3;1;0;2; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3581;1; ;Professor;1;1;1963;1;4;2;1;1;3;2;3;3; ;3;3;2;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41396,75788; ;1;1;0;1; ;1; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
97;1; ;Post-doc;4;1;1979;1;2;4;1;1;5;1;5;3; ;2;1;1;3;2;1;5;4;1;2;2;2;2;2;2;3;1;3;4;4;4;3;4;0;0;0;0;0;0;1;0;12;5,1;6,14;1;0;1;2;3;3;2;1;1;Complete / Closed;41396,76697;41396,77102;1;1;0;2; ;2;0;1;0; ; ; ;1; ;0;0; ;1;1; ;1;1
184;6; ;Post-doc;4;2;1955;1;1;2;1;1;3;2;5;2;3;3;2;2;3;4;2;4;5;2;2;4;5;3;3;4;2;4;5;5;5;5;3;1;0;0;0;0;0;0;1;0;13;31,03;33,587;1;0; ; ; ; ; ; ; ;Complete / Closed;41396,78492;41396,79307;1;0;0;1; ;2;0;0;1; ; ; ;1; ;1;1; ; ; ; ; ; 
2719;1; ;Other;6;1;1959;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41396,79405; ;1; ;0; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
377;1; ;Assistant professor;3;1;1974;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;3;3;3;2;2;2;2;Complete / Closed;41396,82741;41396,82773;1;0;0;1; ; ;0;0; ; ; ;1; ; ; ; ; ; ; ; ; ; 
237;1; ;Assistant professor;3;1;1969;1;2;4;1;1;4;3;2;2;1;3;2;1;2;5;1;5;4;2;2;5;5;3;5;3;3;2;5;2;5;5;4;2;0;0;0;0;0;0;1;0;7;2,203;2,552;4;0;1;2;4;3;4;3;3;Complete / Closed;41396,83022;41396,83591;1;1;0;2; ;1;0;0;0; ; ;1; ; ;0;0; ; ; ; ; ; 
298;6; ;Professor;1;1;1956;1;3;2;1;1;4;1;4;2;2;2;4;1;2;2;2;4;4;3;2;2;2;3;2;2;2;2;3;2;3;4;2;2;1;1;0;0;0;0;0;1;80;13,21;14,1;2;0; ; ; ; ; ; ; ;Complete / Closed;41396,88107;41396,88507;1;1;0;1; ;2;0;0;1;1; ; ; ; ;1;1; ; ; ; ; ; 
416;1; ;Associate professor;2;1;1956;1;1;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;2;2;4;4;3;3;3;Complete / Closed;41396,88901;41396,88941;1;0;0;2; ; ;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; 
457;1; ;Post-doc;4;2;1982;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;2;3;3;3;2;3;3;Complete / Closed;41396,89171;41396,89228;1;0;0;1; ; ;0;1; ; ; ; ;1; ; ; ; ; ; ; ; ; 
539;6; ;Assistant professor;3;2;1970;1;1;4;1;2;4;2;2;1;2;3;1;2;4;4;2;4;4;2;2;5;4;2;3;3;4;3;4;4;5;5;2;3;0;0;0;0;0;0;1;0;17;6,91; ;4;0;1;2;3;3;2;2;2;Complete / Closed;41396,91851;41396,93076;1;0;0;2; ;1;0;0; ; ; ;1; ; ;0;0; ; ; ; ; ; 
576;6; ;Associate professor;2;1;1962;1;2;3;1;1;4;2;4;2;2;2;4;2;4;4;2;5;5;3;3;2;2;1;3;4;3;2;3;2;3;4;1;2;0;1;0;0;0;0;0;1;5;6,55;7,08;1;0;2;1;3;2;2;2;1;Complete / Closed;41396,9548;41396,97207;1;1;0;2; ;2;0;0; ; ;1; ; ; ;0;0; ; ; ; ; ; 
3408;7;earth sciences;Assistant professor;3;1;1951;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41397,3761; ;1; ;0; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; 
187;6; ;Other;6;2;1978;1;1;2;1;1;4;2;3;3; ;3;3;2;3;2;2;5;4;1;2;3;2;3;3;4;3;2;3;3;3;4;2;1;0;0;0;0;0;0;1;0;6;5,52;5,67;1;0;1;3;3;4;2;2;2;Complete / Closed;41397,38;41397,38788;1;0;0;1; ;1;0;1;0; ; ; ; ; ;0;0; ;1;1; ;1;1
59;1; ;Post-doc;4;1;1980;1;2;2;1;2;5;3;2;1;4;3;2;2;2;4;1;4;4;2;2;4;4;4;4;3;1;3;3;3;4;4;2;2;0;0;0;0;0;0;1;0;7;1,5;1,67;1;0;1;2;3;3;3;2;1;Complete / Closed;41397,38674;41397,39521;1;1;0;1; ;1;0;1;0; ; ; ;1; ;0;0; ;1;1; ;1;1
517;7;Molecular biology;Post-doc;4;1;1979;1;1;2;1;2;5;2;3;1;4;3;1; ;2;4;2;4;4;2;2;3;3;2;2;3;2;3;3;3;3; ;3;2;0;0;0;0;0;0;1;0;10;31,03;33,587;1;0;2;3;4;3;3;2;2;Complete / Closed;41397,45143;41397,45474;1;0;0;1; ;1;0;1;1; ; ; ;1; ;1;1;2; ;2;2; ;2
800;6; ;Assistant professor;3;1;1969;1;1;4;1;2;4;2;4;2;4;2;3;2;2;3;2;5;4;2;2;4;3;2;3;3;3;3;4;3;4;4;2;2;0;0;0;1;1;0;0;2;14;31,03;33,587;1;0;1;3;3;2;3;2;2;Complete / Closed;41397,47503;41397,55396;1;0;0;2; ;2;0;0;1; ; ;1; ; ;1;1; ; ; ; ; ; 
320;1; ;Other;6;1;1954;1;5;3;1;1;2;2;4;2;3;1;4;2;4;5;2;4;5;1;1;4;4;4;3;3;4;2;2;2;4;5;3;2;0;0;0;1;0;0;0;1;3;2,34;2,9;1;0;1;3;4;3;3;3;2;Complete / Closed;41397,48058;41397,48959;1;1;0;2; ;2;0;0;0; ; ; ; ; ;0;0; ; ; ; ; ; 
271;1; ;Post-doc;4;1;1960;1;2;4;1;1;4;1;2;3; ;2;2;1;2;4;3;4;5;3;3;2;3;1;2;2;1;2;5;2;5;5;2;2;0;0;0;0;0;0;1;0;11;39,06;36,42;2;0; ; ; ; ; ; ; ;Complete / Closed;41397,59593;41397,60103;1;1;0;2; ;1;0;0;1; ; ; ;1; ;1;1; ; ; ; ; ; 
673;1; ;Associate professor;2;1;1957;1;5;3;1;1;3;2;4;1;4;3;3;2;4;5;4;5;3;3;2;2;3;1;4;2;1;2;2;1;4;4;3;4;0;0;1;1;1;0;0;3;15;3,31;4,64;2;0; ; ; ; ; ; ; ;Complete / Closed;41397,60283;41397,62238;1;1;0;2; ;2;0;0;0; ;1; ; ; ;0;0; ; ; ; ; ; 
373;7;Geophysics;Assistant professor;3;2;1958;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41397,68872;41408,53599;1;0;0;1; ; ;1;0; ; ; ;2; ; ; ; ; ; ; ; ; ; 
406;1; ;Assistant professor;3;1;1968;1;3;4;1;1;5;3;3;2;4;3;3;3;2;4;2;3;3;2;2;3;5;4;3;3;3;1;4;2;5;4;4;1;0; ; ; ; ; ; ; ;25;5,23;6,9;2;0;1;3;4;3;2;2;1;Complete / Closed;41398,91906;41398,92358;1;1;0;2; ;1;0;0;0; ; ;1; ; ;0;0; ; ; ; ; ; 
609;1; ;Associate professor;2;1;1943;1;1;1;1;1;5;3;4;3; ;2;4;2;2;4;2;4;4;2;2;4;3;3;2;3;4;2;2;2;1;1;3;3;0;0;0;0;0;0;1;0;25;2,51;2,78;5;0; ; ; ; ; ; ; ;Complete / Closed;41399,42595;41399,43012;1;0;0;1; ;2;0;0;0; ;1; ; ; ;0;0; ; ; ; ; ; 
459;1; ;Other;6;1;1947;1;3;1;1;1;3;3;2;1;1;1;2;1;1;1;4;3;5;3;3;2;3;2;2;2;3;2;2;2;3;3;3;3;0;0;0;1;0;0;0;1;25;3,42;4,11;5;0; ; ; ; ; ; ; ;Complete / Closed;41400,35253;41400,35754;1;1;0;1; ;1;0;0;0; ; ; ; ; ;0;0; ; ; ; ; ; 
460;1; ;Post-doc;4;1;1962;0;1;2;1;1;3;3;4;2;2;3;1;2;2;2;2;4;4;2;2;3;3;4;3;4;1;4;4;4;4;4;2;2;0;0;0;0;0;0;1;0;2;1,608;2,15;1;0;3;2;3;4;3;3;3;Complete / Closed;41400,36311;41400,36791;1;0;0;1; ;2;0;0;0; ; ; ;1; ;0;0; ; ; ; ; ; 
797;1; ;Associate professor;2;1;1964;1;3;2;1;1;2;2;5;1;3;3;5;2;4;4;3;5;5;2;2;2;4;3;3;4;3;4;5;5;5;5;3;2;1;0;0;0;0;1;0;1;35;4,19;4,68;10;0; ; ; ; ; ; ; ;Complete / Closed;41400,412;41400,41655;1;1;0;1; ;2;0;0;0; ;1; ; ; ;0;0; ; ; ; ; ; 
391;7;Bioimaging;Post-doc;4;2;1961;1;1;2;1;1;4;2;3;1;4;3;3;1;1;5;1;5;5;1;1;1;1;3;3;3;1;1;2;1;2;2;5;1;0;1;0;0;0;0;0;1;4;7,69;7,54;1;0; ; ; ; ; ; ; ;Complete / Closed;41400,42197;41400,42622;1;0;0;1; ;1;0;0;1; ; ; ;1; ;0;0; ; ; ; ; ; 
10;1; ;Assistant professor;3;1;1950;1;1;4;1;2;5;1;3;1;4;3;3;2;2;2;2;4;5;2;2;5;5;3;2;4;2;5;5;5;5;5;4;2;0;0;0;0;0;0;1;0;5;3,34;3,65;1;0;1;1;2;2;1;1;1;Complete / Closed;41400,64031;41407,92804;1;0;0;2; ;1;1;0;0; ; ;2; ; ;0;0; ; ; ; ; ; 
238;1; ;Assistant professor;3;1;1962;1;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;2;3;3;3;3;2;1;Complete / Closed;41401,38039;41401,38202;1;0;0;2; ; ;0;0; ; ; ;1; ; ; ; ; ; ; ; ; ; 
464;6; ;Associate professor;2;2;1976;1;2;4;1;1;5;2;3;2;3;3;3;2;4;4;3;5;5;1;1;3;3;2;2;1;2;2;3;2;5;5;3;2;0;0;0;0;0;0;1;0;12;5,43;6,19;3;0; ; ; ; ; ; ; ;Complete / Closed;41401,76281;41401,76625;1;1;0;2; ;1;0;0;0; ;1; ; ; ;0;0; ; ; ; ; ; 
282;1; ;Assistant professor;3;1;1954;1;1;3;1;3;5;3;2;2;3;2;1;2;2;4;2;5;4;3;2;3;5;3;3;4;3;4;4;4;2;1;3;4;0;0;0;0;0;0;1;0;7;3,16;4,61;1;0;1;2;3;2;2;2;2;Complete / Closed;41402,68401;41402,69238;1;0;0;2; ;1;0;0;0; ; ;1; ; ;0;0; ; ; ; ; ; 
415;5; ;Post-doc;4;1;1978;1;3;2;1;2;5;2;3;1;2;1;3;2;4;4;4;4;4;2;2;4;3;2;2;3;3;3;3;3;3;3;4;3;1;0;0;0;1;0;0;1;14;9,7;10,6;1;0;2;2;4;3;2;3;2;Complete / Closed;41407,57691;41407,58404;2;1;0;1; ;1;0;1;1; ; ; ;1; ;1;1;2; ;2;2; ;2
185;7;biophysics;Other;6;2;1952;1;2;3;1;1;5;2;4;1;4;2;4;2;4;4;2;4;4;3;2;4;4;3;2;3;1;3;3;3;3;2;3;2;0;0;0;0;1;0;0;1;10;2,992;2,99;1;0;1;3;3;3;1;1;1;Complete / Closed;41407,57695;41429,69251;2;1;0;2; ;2;1;0;0; ; ; ; ; ;0;0; ; ; ; ; ; 
760;1; ;Associate professor;2;1;1973;1;2;4;1;1;3;1;3;3; ;3;2;2;4;3;4;4;4;2;2;4;4;2;2;4;2;2;4;4;4;4;3;3;0;0;0;0;0;0;1;0;15; ; ;3;0; ; ; ; ; ; ; ;Complete / Closed;41407,57702;41407,581;2;1;0;2; ;1;0;0; ; ;1; ; ; ; ; ; ; ; ; ; ; 
728;1; ;Assistant professor;3; ;1964;1;1;2;1;2;5;2;3;1;4;2;3;2;2;5;1;5;5;2;2;4;4;2;4;2;2;2;2;2;4;4;2;4;0;0;0;0;1;0;0;1;20;6,91; ;2;0;2;3;4;4;3;2;2;Complete / Closed;41407,57703;41407,58552;2;0;0;1; ;1;0;0; ; ; ;1; ; ;0;0; ; ; ; ; ; 
751;6; ;Assistant professor;3;1;1973;1;2;3;1;2;4;2;4;2;2;2;4;2;4;5;2;5;5;1;1;4;2;3;4;4;1;5;5;5;5;5;5;2;0;0;0;0;0;0;1;0;20;9,494;10,445;1;0; ; ; ; ; ; ; ;Complete / Closed;41407,57704;41407,58139;2;1;0;2; ;2;0;0;1; ; ;1; ; ;1;1; ; ; ; ; ; 
350;5; ;Post-doc;4;1;1979;1;1;4;1;2;5;1;4;3; ;3;1;4;4;4;2;4;4;2;2;4;3;3;3;3;3;3;3;3;4;4;3;3;0;0;0;0;0;0;1;0;13;31,03;33,587;1;0; ; ; ; ; ; ; ;Complete / Closed;41407,57717;41407,58515;2;0;0;2; ;2;0;1;1; ; ; ;1; ;1;1;2; ;2;2; ;2
274;6; ;Post-doc;4;1;1968;1;1;4;1;3;5;2;3;2;4;2;3;2;4;5;2;4;3;2;2;3;3;2;2;3;4;1;2;2;2;3;4;2;0;0;0;0;0;0;1;0;15;23,65; ;1;0;2;3;4;2;2;2;2;Complete / Closed;41407,57723;41407,58117;2;0;0;2; ;1;0;0;1; ; ; ;1; ;1;1; ; ; ; ; ; 
104;6; ;Post-doc;4;2;1981;1;1;4;1;1;5;1;3; ;4; ; ;2;3;5;2;5;4;2;2;2;3;3;3;4;1;3;4;3;4;4;4;4;0; ; ; ; ; ; ; ;11;2,64;2,91;2;0; ; ; ; ; ; ; ;Complete / Closed;41407,579;41407,5926;2;0;0;2; ;1;0;1;0; ; ; ;1; ;0;0; ;1;1; ;1;1
588;7;Mathematics;Professor;1;1;1952;1;4;3;1;1;3;2;3;3; ;1;3;2;3;4;1;5;5;2;2;4;3;2;3;4;3;2;1;1;4;5;2;2;0;1;0;0;1;0;0;2;26;3,34;3,65;1;0;1;2;3;4;3;2;2;Complete / Closed;41407,58106;41407,58707;2;1;0;2; ;1;0;0;0;1; ; ; ; ;0;0; ; ; ; ; ; 
138;1; ;Assistant professor;3;1;1960;1;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;2;3;3;2;2;2;Complete / Closed;41407,5814;41407,58218;2;0;0;2; ; ;0;0; ; ; ;1; ; ; ; ; ; ; ; ; ; 
635;1; ;Assistant professor;3;2;1980;1;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41407,58186;41407,58319;2;1;0;2; ; ;0;1; ; ; ;1; ; ; ; ; ; ; ; ; ; 
1188;6; ;PhD student;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;started but not completed;41407,58824; ;2; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
354;7;social science;Post-doc;4;2;1976;1;3;4;1;2;5;3;1;3; ;3;1;2;2;5;2;5;2;1;5;5;5;1;5;5;1;5;5;5;5;5;2;2;0;0;0;0;0;0;1;0;0; ; ;0;0; ; ; ; ; ; ; ;Complete / Closed;41407,58885;41407,59449;2;1;0;2; ;1;0;0; ; ; ; ;1; ; ; ; ; ; ; ; ; 
79;1; ;Assistant professor;3;1;1971;1;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;Complete / Closed;41407,58943;41407,58976;2;0;0;2; ; ;0;0; ; ; ;1; ; ; ; ; ; ; ; ; ; 
